Id,SalePrice
1461,117426.59878049894
1462,142071.76521374733
1463,174236.49736873686
1464,198536.59610602274
1465,198272.02182649713
1466,169336.22061033966
1467,186115.2985899499
1468,162828.8478327087
1469,195533.79472256155
1470,118794.40696160965
1471,185603.13539799658
1472,104294.53082371257
1473,96824.3377252545
1474,149074.6866577147
1475,119623.88615483064
1476,343413.0439672203
1477,243620.48980173588
1478,295058.82314899703
1479,293366.5252451624
1480,474137.25740560004
1481,330010.33468092245
1482,217720.7079162617
1483,168097.60744681643
1484,168704.74229557056
1485,195760.18384620576
1486,194083.9673903115
1487,345103.1762370597
1488,234899.87595405345
1489,188194.66942168988
1490,228479.6878360295
1491,189457.9901326921
1492,88636.6504138433
1493,194999.390188871
1494,285419.8463819616
1495,279500.97467693785
1496,231571.64663939382
1497,181704.09660887506
1498,173382.713505988
1499,164379.68449472173
1500,158586.54969261106
1501,170941.00224100915
1502,161091.6808030468
1503,276794.2664593963
1504,253052.2893572085
1505,229354.7154147287
1506,186083.80622772538
1507,251109.52041157626
1508,192836.4417877826
1509,161735.93880936375
1510,141220.31498674853
1511,146422.42836103882
1512,171589.9705999116
1513,148881.08684778438
1514,145626.09583839684
1515,189061.110250877
1516,149999.30912614233
1517,170525.83749445376
1518,128982.3676593667
1519,210891.65557689473
1520,124247.80334518576
1521,123180.74762355525
1522,175687.42574570837
1523,109524.26943067231
1524,120796.00035184901
1525,119153.96445708389
1526,104506.65829292081
1527,111764.52895458802
1528,145184.69997724565
1529,142192.16293847986
1530,201774.30853745862
1531,108539.8352525116
1532,102123.45502899923
1533,140214.92572579213
1534,125878.41376607076
1535,135783.15290456836
1536,107978.79742928741
1537,63511.89936432382
1538,140514.18636939643
1539,189810.52865505338
1540,87795.1823838159
1541,130131.89791405117
1542,129223.1481076145
1543,168276.70654312783
1544,90891.47616761287
1545,113143.85704354753
1546,136783.43106916558
1547,119887.61149049776
1548,136191.31232827765
1549,124317.93658715555
1550,130070.72083998699
1551,108112.43476905015
1552,136487.71368598434
1553,137249.79143633464
1554,119588.1102265875
1555,144315.00218046844
1556,91356.24457496656
1557,96213.25344535851
1558,104539.03220560748
1559,65867.80651501121
1560,129657.72651423086
1561,116706.87442821414
1562,136340.26352292157
1563,120456.82854300989
1564,151551.0782851596
1565,140705.02893938543
1566,235482.79976212783
1567,79021.77215557724
1568,236469.92416484142
1569,118323.63516036708
1570,147507.3757047923
1571,115618.40720271622
1572,138873.25270765804
1573,216901.0242804955
1574,118686.42021162416
1575,219921.54325767537
1576,249806.99085107748
1577,182683.02444418086
1578,143505.17125197843
1579,137324.17376692154
1580,195694.05378896528
1581,163263.96995891427
1582,128579.49155695345
1583,285126.72194927325
1584,224205.75816793408
1585,136778.1610005979
1586,71939.15073453184
1587,104086.59364840436
1588,152903.58834088573
1589,93386.81244663756
1590,134717.56599073648
1591,90517.06540223768
1592,113587.1774390603
1593,134667.7632235705
1594,131244.93668403855
1595,104588.35365853868
1596,217839.6884011376
1597,188810.30075470125
1598,228277.3228079492
1599,173803.2979693282
1600,163399.35990057266
1601,70745.58142532544
1602,120083.6274388406
1603,78253.3777346472
1604,258377.8022172018
1605,246699.59683437127
1606,169565.93153374366
1607,181284.32390508393
1608,220388.12072776182
1609,176334.28764574233
1610,146310.6485667874
1611,135273.6815318253
1612,167347.39775908404
1613,169481.261227863
1614,126802.01235695156
1615,93860.58073948759
1616,79887.87283241472
1617,97512.89179500757
1618,130695.64660471985
1619,148112.8386663694
1620,164510.34625130842
1621,135726.0504664811
1622,149017.30645951824
1623,260623.1250959025
1624,208505.61116667136
1625,119669.41609337571
1626,172127.20480608373
1627,187041.90289159864
1628,279976.63318958005
1629,182943.0316080514
1630,330875.18285265693
1631,221811.38549221237
1632,230504.13964571911
1633,182897.93988012825
1634,188686.52716789706
1635,176287.53591462976
1636,156929.2794181847
1637,200928.8716821288
1638,178624.2578895473
1639,190239.93263348602
1640,250052.7206986774
1641,177225.854704641
1642,243719.07095498612
1643,214427.88092118152
1644,238084.52755935417
1645,206435.1204531693
1646,165805.57651197544
1647,160944.88437994066
1648,127863.24495147279
1649,143126.28103244063
1650,117366.80608951549
1651,128052.18250857385
1652,103601.73027314064
1653,106494.1490451115
1654,149379.46498595108
1655,139307.18570926646
