Id,SalePrice
1461,121512.0238511039
1462,153596.43709929008
1463,179158.32235442894
1464,181735.3975156181
1465,195617.10808955162
1466,183077.51918298146
1467,164082.9378902508
1468,174053.19617067376
1469,183716.90169281384
1470,122992.87691375519
1471,204743.47967139122
1472,91422.34252262802
1473,93997.84010386172
1474,158174.2532726516
1475,154449.7707952687
1476,362111.83340197196
1477,248532.74023646582
1478,303480.86748298263
1479,278765.21850646794
1480,431894.53018661216
1481,303686.0704973035
1482,204851.0503421871
1483,174861.64973297511
1484,183132.18702935276
1485,171851.29813584246
1486,198476.57077324716
1487,315499.83352838666
1488,238821.66810764483
1489,204847.63664103395
1490,190167.5702926345
1491,192111.54765730503
1492,99124.69708572676
1493,175836.84136683663
1494,296814.79013872857
1495,292329.5539482094
1496,236296.02929073595
1497,192378.7221545909
1498,154033.70785261953
1499,154316.3291918077
1500,151788.04554153417
1501,173459.34721472277
1502,170807.77874463034
1503,286277.20725185703
1504,232038.01589723368
1505,216311.66974704314
1506,180388.53497547732
1507,211515.7242674899
1508,196043.76840901712
1509,162352.52689477592
1510,155253.7272644765
1511,153548.36746330388
1512,168127.11570797637
1513,150197.1642548179
1514,156787.88033777964
1515,172250.8015888494
1516,158747.93488470442
1517,152840.12153822597
1518,128614.67585727104
1519,218826.32848233226
1520,138341.45335600417
1521,145843.81146979323
1522,160921.97405552745
1523,116373.20366671024
1524,122764.65582604101
1525,126558.38694186838
1526,125797.2515604269
1527,102435.28362257201
1528,126128.40646330787
1529,141400.02926279212
1530,167504.10822052197
1531,119251.79495477148
1532,107852.92575015144
1533,139335.37991068393
1534,118827.26961005369
1535,151507.35961444548
1536,119289.40179285003
1537,75254.71321607454
1538,171780.42038080268
1539,222996.1100674834
1540,114550.53294862369
1541,147991.46175131394
1542,140185.72302358545
1543,214691.18657682772
1544,79329.31751902652
1545,101727.75264525636
1546,117474.48285801182
1547,129883.92484995042
1548,130381.37949865656
1549,106690.58756881858
1550,136436.84614659444
1551,120037.75785253149
1552,131780.9911209937
1553,137177.398528977
1554,111807.21364539102
1555,166346.78371267783
1556,92830.4914391406
1557,127899.05835264416
1558,89871.08924374917
1559,108736.1261217754
1560,148546.09171044195
1561,141969.88411152744
1562,124373.123210658
1563,124104.75663606243
1564,163479.10821629842
1565,150207.03883882728
1566,218652.11499863016
1567,75885.91837938956
1568,217845.95721717976
1569,139508.38827863077
1570,123291.58014428269
1571,129731.59065800613
1572,144080.0662119781
1573,240898.78541044658
1574,128610.88435274735
1575,203868.3479347079
1576,209591.01195051183
1577,201040.98017277668
1578,155650.38952266236
1579,141114.97560944202
1580,192022.00340755194
1581,137049.00491924433
1582,127922.3833681729
1583,327274.60212385264
1584,237558.34469819028
1585,140470.8540548797
1586,72925.20399927352
1587,103658.57984980385
1588,149603.61674485754
1589,98279.12174943146
1590,132892.8630354192
1591,107240.95605671238
1592,125294.0790807046
1593,114782.93249693574
1594,123822.70720249607
1595,123476.23236437752
1596,231644.15566077354
1597,165151.28193962536
1598,178972.53807029084
1599,194668.32298714152
1600,193125.46991198845
1601,76701.18058315206
1602,104908.65457911624
1603,94752.28901154824
1604,278938.0058370107
1605,251670.27591653168
1606,165154.15009694442
1607,163083.39588888962
1608,210318.036048031
1609,196545.6115783826
