Id,SalePrice
1461,118147.61527261946
1462,152142.99550622038
1463,183143.22955069935
1464,201085.54077434586
1465,199974.22462489302
1466,168521.21225998865
1467,180970.91825744355
1468,160756.09189320722
1469,196647.04404836387
1470,115645.2777380854
1471,192718.40153935246
1472,99952.3455561828
1473,94760.64590266197
1474,145819.32882529407
1475,110267.55733163015
1476,352144.5483704042
1477,240332.2420829241
1478,291079.73483907914
1479,289153.2263986996
1480,447344.10865470575
1481,329024.269072846
1482,219339.9749705096
1483,181528.58283261769
1484,160670.98839472522
1485,193383.04600594053
1486,197860.5955669148
1487,338268.8036906295
1488,235786.6399894987
1489,191903.2974922392
1490,244804.66155964084
1491,197015.63756122062
1492,93176.17402362695
1493,187209.8389166376
1494,281554.80213665863
1495,283567.7801650662
1496,237638.18170409361
1497,178986.3554128489
1498,168479.8708748243
1499,163570.89896629663
1500,157057.3824274541
1501,172100.61131999615
1502,146745.59968320202
1503,277844.8173768045
1504,248063.47883798866
1505,229549.11182249768
1506,187028.8050176932
1507,243564.74575273614
1508,204016.55057450398
1509,162135.59941053358
1510,141603.2321964067
1511,146823.91512306695
1512,177266.86070316963
1513,143650.19123466415
1514,153942.704875181
1515,191275.96732490152
1516,153389.5994952127
1517,180288.18815632665
1518,128220.40234955748
1519,213091.1138805034
1520,127763.1109096251
1521,130957.8166265788
1522,175059.26694918302
1523,109665.60975760766
1524,127599.36478534322
1525,120669.98052941357
1526,110667.74540892334
1527,104365.51576645838
1528,147724.25094907297
1529,145988.6364882373
1530,191615.87796437528
1531,105661.66278287808
1532,98857.12430261509
1533,142587.71445314997
1534,131310.5456092782
1535,154594.10670098683
1536,112190.61284025363
1537,60350.934150237495
1538,156025.65128729874
1539,189637.06353616616
1540,94205.27206050363
1541,136289.1571652792
1542,140441.6299231933
1543,183845.31690182516
1544,90231.70162372265
1545,117577.55578161583
1546,131446.71726786878
1547,128000.25844547678
1548,142417.99989184263
1549,119520.300279072
1550,130620.90717188294
1551,112262.31812752639
1552,127882.20941007829
1553,146319.22049035324
1554,119256.66401859232
1555,155502.51432658348
1556,90042.7286604537
1557,106046.54280519685
1558,104338.38615686106
1559,65872.73742894834
1560,129671.78448978727
1561,127211.41916660032
1562,133812.75489359722
1563,119046.60607274323
1564,154133.28413617564
1565,143060.89664173764
1566,235855.1635876263
1567,75798.18976676889
1568,239685.6237739026
1569,127381.49985392515
1570,140985.54536929235
1571,124456.30436354363
1572,143720.58546217222
1573,226008.2227562244
1574,119113.93229283168
1575,234273.8924846762
1576,233512.20571889993
1577,176750.42274604973
1578,146761.5992788489
1579,140742.80375472383
1580,197415.0790605064
1581,162008.5096854727
1582,121039.74899889449
1583,275937.28989124775
1584,216801.64799232123
1585,135022.94993025536
1586,66060.13960284891
1587,102736.16860803205
1588,153497.78889149515
1589,95056.46064419433
1590,135976.08784238205
1591,86900.77932948754
1592,120862.40600002125
1593,124622.11819055135
1594,118564.26719628551
1595,103600.83528906999
1596,221007.3531897336
1597,193723.778385978
1598,229511.89909007866
1599,168476.86194794788
1600,160436.71023793498
1601,64077.048336448766
1602,119500.46175928647
1603,77112.31607269093
1604,264392.93706290436
1605,236965.4079221825
1606,171813.32987915011
1607,179649.37961902583
1608,212292.10798156876
1609,180980.4974579513
1610,147696.98029679342
1611,134630.0256395427
1612,172964.9088493804
1613,164445.796717235
1614,132192.62167569992
1615,92760.67659004728
1616,77154.6591930101
1617,95744.28513702193
1618,127814.38874731901
1619,137572.44905912323
1620,152832.2724844006
1621,137459.43082911722
1622,147287.60682445407
1623,267054.011234303
1624,217872.21395008676
1625,118912.92740603385
1626,174111.2775653331
1627,195067.35956652256
1628,274229.0322568548
1629,181211.98990244328
1630,338855.4564258417
1631,229223.40923991898
1632,245117.17320337117
1633,174425.22460581237
1634,187503.0356922001
1635,173440.3712945907
1636,151890.2240054741
1637,202066.34559135974
1638,178426.28083917883
1639,194803.0592330302
1640,256210.07570234383
1641,183527.24641363235
1642,244968.46074548483
1643,215483.04319759418
1644,240562.47466509693
1645,210887.24631006666
1646,163250.20126257546
1647,163213.28767119357
1648,126610.13560753585
1649,143647.89978922778
1650,109474.56941955755
1651,121187.72643236589
1652,99212.0700867186
1653,101712.03738447631
1654,142618.21681760435
1655,132690.08284169482
1656,138735.7721075972
1657,143697.22156520796
1658,144449.39986814692
1659,116486.72587860149
1660,155780.3627443701
1661,399532.5620421356
1662,384597.68435614905
1663,362975.5638934411
1664,460258.91901018977
1665,300994.32792348525
1666,325864.77806474554
1667,382954.74258333875
1668,341637.5185463918
1669,312739.47877398017
1670,343555.3023538666
1671,268066.44640913734
1672,398394.8394850383
1673,282511.28076435905
1674,237179.38036172523
1675,202842.5941140305
1676,201180.52328248136
1677,226186.95320328523
1678,426963.054530238
1679,381692.18057590333
1680,332075.86261304247
1681,256071.63555683332
1682,316854.1028600308
1683,189366.26179673302
1684,176478.06344971302
1685,176894.38109882848
1686,169744.62215889947
1687,174509.56114383446
1688,194613.95022600557
1689,198904.92010536508
1690,200717.111271567
1691,192471.13184989904
1692,259218.66543091726
1693,167277.95380833946
1694,184770.5695529466
1695,164427.0585229806
1696,258014.17016907828
1697,170238.45100958104
1698,325823.9180217405
1699,290899.50985046703
1700,258721.87889148315
1701,275220.5932534716
1702,230181.5089784872
1703,235099.1663459041
1704,269262.1432466558
1705,251078.66010900497
1706,359628.23544034624
1707,214148.91705864633
1708,201797.4538722674
1709,256504.5930928801
1710,219552.355223097
1711,271970.8872863741
1712,252657.16076088522
1713,267088.35874237365
1714,226728.91382416507
1715,211098.73738042972
1716,183840.6880990716
1717,179683.45701814254
1718,137599.12282069138
1719,211205.5321873948
1720,235757.90194735507
1721,165436.26018037024
1722,126465.12410101006
1723,156079.85757915623
1724,194876.97402275348
1725,237970.28626299102
1726,184683.0213430844
1727,152080.44517816484
1728,177649.61719026734
1729,168429.6110299963
1730,156642.51450063166
1731,117928.26263710692
1732,119040.67438821279
1733,112353.9323887071
1734,124347.40298604504
1735,131372.954195404
1736,107158.64479138287
1737,286676.744352139
1738,260022.35421485268
1739,222744.99372181622
1740,205529.03731094208
1741,183681.41394892044
1742,171823.85635469508
1743,180518.08964662068
1744,320595.84351735614
1745,217588.32682449967
1746,182961.28093545447
1747,212533.2334981755
1748,215912.05470567502
1749,144652.71691002726
1750,126811.2699951589
1751,255018.6901547175
1752,115643.64208587444
1753,148086.6095353198
1754,200026.1687945841
1755,165575.66193924923
1756,125774.8422576233
1757,121224.62644248827
1758,136897.2097573203
1759,157531.52615550786
1760,165853.42580140408
1761,142725.92703173656
1762,171599.28476713083
1763,189184.0490568888
1764,113378.02677891742
1765,164892.4124328551
1766,197655.15633608453
1767,235042.79850502443
1768,141999.32880926764
1769,172601.62206308122
1770,160640.4597706194
1771,127944.05100304508
1772,134400.82162265078
1773,124299.04079528121
1774,141174.1421321481
1775,143785.58249394599
1776,128688.35021820624
1777,108945.94575627377
1778,141845.84998459433
1779,121354.85080155026
1780,181840.9427233164
1781,129829.14824280665
1782,84422.18186898733
1783,142270.0175272849
1784,108637.1593732362
1785,129596.76934254546
1786,147116.2219154151
1787,169363.99501327792
1788,59995.27002551362
1789,100188.43114844264
1790,79771.96011966415
1791,172679.90988529567
1792,169164.87353171626
1793,129001.94356027924
1794,156938.20551310034
1795,136536.6241133335
1796,133976.74094560518
1797,116683.80815586717
1798,122285.15336405695
1799,109756.82460342332
1800,132327.18421103858
1801,128220.68403827297
1802,146200.06626325464
1803,143391.52451761073
1804,136470.40420370013
1805,139175.58154896024
1806,131415.74776264068
1807,138538.60144951538
1808,123103.5553736972
1809,123423.62661291091
1810,134031.87132808435
1811,94784.2258578443
1812,98637.80879641204
1813,124511.59392551875
1814,93458.1610646411
1815,55791.95872156419
1816,104363.65955252806
1817,103810.66028185
1818,146041.03867428313
1819,129376.41995787181
1820,55158.62222369316
1821,126302.3579527674
1822,144753.31162907105
1823,45529.900467588064
1824,134564.97938210506
1825,136566.93388764432
1826,105228.97368719461
1827,102399.70538505755
1828,138996.4043606704
1829,111798.14397328331
1830,137219.88609642646
1831,150101.84506470707
1832,73026.89624683946
1833,142406.99183260303
1834,115061.6984084548
1835,115183.27770555917
1836,125137.51793743834
1837,84520.79610968109
1838,124768.31177974847
1839,102245.94746680273
1840,144997.70817434078
1841,139555.48459046654
1842,94923.20931703909
1843,129639.52880893981
1844,142980.25238027074
1845,146740.42003684826
1846,156467.14999614278
1847,167873.5800556322
1848,51616.19410207363
1849,110315.57363096223
1850,115235.40177598239
1851,150890.53532135946
1852,125411.06765656944
1853,122312.09349906082
1854,161490.44881820274
1855,149791.8689533746
1856,229893.7377365552
1857,135339.95236249876
1858,135517.0628251668
1859,121795.62482858419
1860,144199.42271894464
1861,120984.87160302546
1862,306404.3008988582
1863,282007.13091310265
1864,282107.9575412642
1865,323966.03803429165
1866,318633.8882902892
1867,218821.53055863408
1868,284503.87776181207
1869,204990.4829472523
1870,219580.5835988523
1871,250428.10833566156
